,urls,address,price_per_month,price_per_week,let_available_date,deposit,min_tenancy,furnish_type,let_type,house_type,bedrooms,bathrooms,description,dimensions_sq_m
672,https://housinganywhere.com/room/ut1470056/gb/London/palace-gardens-terrace?categories=studio-for-rent%2Capartment-for-rent&page=29,"Palace Gardens Terrace, London",8385,2096,now,50310,3 months,Furnished,Long term,Apartment,3.0,2.0,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This three bedroom house is situated in the idyllic area of Notting Hill. The property is also just 0.1 miles from Notting Hill Gate Underground Station, making this property the perfect location for your stay in London.

Located on (hidden)ment level, this beautiful Central London house can comfortably accommodate up to six people. The smoke...",116.0
673,https://housinganywhere.com/room/ut1467706/gb/London/constantine-road?categories=studio-for-rent%2Capartment-for-rent&page=29,"Constantine Road, London",7910,1978,now,1000,1 month,Furnished,Long term,Apartment,2.0,2.0,"Welcome to my apartment!

Less than 30 minutes away from Central London, this tastefully decorated 58m2 apartment is close to various top attractions in London, such as Hampstead Heath!

Designed with an open floor plan, the living room features a large sofa, a widescreen smart TV with multiple streaming options for all your favourite shows, and a dining table for four.

The living area opens to a lovely backyard with a private terrace, where you'll find a set of outdoor chairs and a table to us...",58.0
674,https://housinganywhere.com/room/ut1350793/gb/London/norwich-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Norwich Street, London",9600,2400,now,€0,1 month,Furnished,Long term,Apartment,2.0,2.0,"One-of-a-kind opportunity to live in this outstanding apartment!

This is an Executive Two Bedroom Suite with Terrace.

The hotel boasts 53 modern luxury apartments, a gym, flexible office club and adjoining bar/restaurant.

This is a suite in an aparthotel. You will be able to avail all the facilities of the aparthotel. The monthly rent mentioned is merely a guide rate. Once you send a booking request, I will be happy to get back to you with a final rental price, which will include VAT.

A ston...",58.0
675,https://housinganywhere.com/room/ut1432378/gb/London/bermondsey-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Bermondsey Street, London",8250,2062,now,1500,3 months,Furnished,Long term,Apartment,2.0,2.0,"💢💢💢💢

As you enter this peaceful loft flat, you are greeted with the large, spacious, and colorful hallway, complete with plenty of storage for longer stays. The apartment boasts two super king bedrooms, each with its own unique charm. The first bedroom exudes a playful ambiance, featuring modern decor with its patterned wallpaper and exposed brick wall. The second bedroom is equally funky and stylish, providing additional wardrobe storage for your convenience.

You'll love the open-plan kit...",158.0
676,https://housinganywhere.com/room/ut1336714/gb/London/bermondsey-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Bermondsey Street, London",5925,1481,now,5925,GBP 0,Furnished,Long term,Entire building,1.0,2.0,"Studio Suite

Make this extraordinary place your new home!

A modern and trendy design gives the space a luxurious feeling. Its bright and colorful interiors give the space a wonderful ambiance.

This beautiful studio features all the furniture you need, a fully equipped kitchenette to cook anything you please, in other words, an exceptional living space!

The room features a comfortable double bed, a closet for your belongings, and your own desk where you can let your creativity flow, and you'r...",24.0
677,https://housinganywhere.com/room/ut1337192/gb/London/carnation-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Carnation Street, London",8280,2070,now,0,3 months,Furnished,Long term,Apartment,1.0,1.0,"✔ Luxurious flat situated in Thames City, Nine Elms
✔ 706 ft2 | 65 m2
✔ 1 bedroom
✔ 1 bathroom
✔ Fully-equipped kitchen with all essentials provided
✔ Luxury amenities, indoor swimming pool, spa, gym, lounge, library, cinema
✔ 10-minute walk to River Thames
✔ 20-minute walk to Battersea Park & Battersea Power Station
✔ Very Fast (100–500 Mbps) WiFi Speed
✔ 5-minute walk to Nine Elms tube station and 10-minute walk to Vauxhall tube station
✔ Wide-variety of shops, restaurants and lush parks near...",65.0
678,https://housinganywhere.com/room/ut1350951/gb/London/nevern-place?categories=studio-for-rent%2Capartment-for-rent&page=29,"Nevern Place, London",8820,2205,now,€0,1 month,Furnished,Long term,Apartment,2.0,2.0,"One-of-a-kind opportunity to live in this outstanding apartment!

This is a Two Bedroom Suite.

Fabulous two-bedroom, one-bedroom and studio apartments housed in one of Kensington’s earliest Victorian townhouses.

This is a suite in an aparthotel. You will be able to avail all the facilities of the aparthotel. The monthly rent mentioned is merely a guide rate. Once you send a booking request, I will be happy to get back to you with a final rental price, which will include VAT.

We are particular...",84.0
679,https://housinganywhere.com/room/ut1458564/gb/London/linden-gardens?categories=studio-for-rent%2Capartment-for-rent&page=29,"Linden Gardens, London",8100,2025,now,1000,1 month,Furnished,Long term,Apartment,3.0,2.0,"Ideally located in the heart of Notting Hill, this three-bedroom apartment is close to many of London's top attractions, such as Hyde Park and Portobello Market. The home is spacious and simple, but you'll find it equipped with everything you need for a lovely stay. The Notting Hill Gate station is just 4-mins away, so guests can easily travel and explore the city hassle-free!

Welcome to my home!

The home is located on the lower ground floor via stairs. In the spacious living room, you'll find...",123.0
680,https://housinganywhere.com/room/ut1350953/gb/London/nevern-place?categories=studio-for-rent%2Capartment-for-rent&page=29,"Nevern Place, London",9810,2452,now,€0,1 month,Furnished,Long term,Apartment,2.0,2.0,"One-of-a-kind opportunity to live in this outstanding apartment!

This is a Two Bedroom Penthouse Suite.

Fabulous two-bedroom, one-bedroom and studio apartments housed in one of Kensington’s earliest Victorian townhouses.

This is a suite in an aparthotel. You will be able to avail all the facilities of the aparthotel. The monthly rent mentioned is merely a guide rate. Once you send a booking request, I will be happy to get back to you with a final rental price, which will include VAT.

We are ...",140.0
681,https://housinganywhere.com/room/ut1432374/gb/London/islington-park-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Islington Park Street, London",8400,2100,now,500,3 months,Furnished,Long term,House,3.0,1.0,"💢💢💢💢

A former Georgian worker’s cottage, this stunning house has been newly renovated to its former glory. Providing a luxurious and stylish abode set across four floors, the house has 3 double bedrooms, and 3 bathrooms and is located just a 10-minute walk away from central Islington and the tube.

The front door leads to the upper ground floor of the house, which is occupied by the stairwell and large living room. The living room has a comfortable corner sofa, a smart TV with Netflix & ter...",168.0
682,https://housinganywhere.com/room/ut1449408/gb/London/king-s-mews?categories=studio-for-rent%2Capartment-for-rent&page=29,"King's Mews, London",9089,2272,now,350,1 month,Furnished,Long term,Apartment,1.0,2.0,"Some length of stay discounts apply and are subject to change. Our team will confirm the total price of your stay with you upon booking.

A brand new, state-of-the-art luxury apartment in Bloomsbury, close to Chancery Lane. Exclusively located in a peaceful, traditional English mews, this large 1-bedroom space has been carefully appointed in a chic industrial style.

The Space:
The apartment is in a newly developed block of luxury apartments, ideal for corporate guests and business travellers, ...",52.0
683,https://housinganywhere.com/room/ut1494455/gb/London/lambeth-road?categories=studio-for-rent%2Capartment-for-rent&page=29,"Lambeth Road, London",7499,1875,now,89988,3 months,Furnished,Long term,Apartment,1.0,2.0,"Welcome!

Enjoy the peace and comfort of this historically significant yet modern 50m2 apartment on the 1st floor, only by stairs. High ceilings, natural materials with contrasting accents, stylish furniture, and design are some of the main features of the historical apartment.

The living room may be partitioned off from the rest of the apartment to provide solitude at night and serve as an additional bedroom with a sofa bed.

Experience an immersive cinematic experience with the ideal home-mov...",50.0
684,https://housinganywhere.com/room/ut1458525/gb/London/westbourne-terrace?categories=studio-for-rent%2Capartment-for-rent&page=29,"Westbourne Terrace, London",7827,1957,now,1000,1 month,Furnished,Long term,House,2.0,1.0,"Cosy and modern apartment in a great location and very close to central London. Perfect for couples, friends and business travellers.

The space
Welcome to my home!

Lovely and airy, my home is a 2 bedroom apartment with a homely and modern living area.

In the living room, you'll find a comfortable sofa that pulls out to a double sofa bed, and a flat-screen TV. Everything you'll need to relax and entertain yourself after a long day.

The kitchen is simple and fully-equipped. Here you'll find a ...",60.0
685,https://housinganywhere.com/room/ut1493635/gb/London/netherwood-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Netherwood Street, London",7287,1822,now,87444,3 months,Furnished,Long term,Apartment,2.0,2.0,"Welcome to my apartment!

This lovely 80m2 apartment is on the ground floor.

Modern and tastefully decorated, this lovely apartment is close to top attractions in Kilburn, such as Grange Park and Kiln Theatre!

This apartment is designed with an open floor plan. The living room features two large sofa, big windows, and a dining table for four.

The kitchen has essential cookware and cutleries to cook delicious meals, such as a stove and an oven. The apartment also has a washer and ironing equip...",80.0
686,https://housinganywhere.com/room/ut1432384/gb/London/richmond-mews?categories=studio-for-rent%2Capartment-for-rent&page=29,"Richmond Mews, London",8660,2165,now,400,3 months,Furnished,Long term,Apartment,2.0,2.0,"💢💢💢💢

This large plan 2 bedroom, 2 bathroom apartment is situated in the most desirable apartment block in Soho between two of Soho's most iconic streets, Dean St. and Wardour St. Past the converted warehouse facade, you'll find an open-plan layout with a modern interior. The living space is comprised of a large open-plan kitchen, dining area, office workspace, and living area, whilst to the rear of the apartment you will find two spacious double bedrooms and 2 bathrooms.

The apartment come...",70.0
687,https://housinganywhere.com/room/ut1483122/gb/London/harley-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Harley Street, London",9299,2325,now,1000,1 month,Furnished,Long term,Apartment,2.0,2.0,"We are thrilled to host you in our modern 2-bedroom apartment with a sprawling terrace, ideally
situated in the vibrant heart of Marylebone. Just a 3-minute stroll to Marylebone High St and 5
minutes to the breathtaking Regents Park, our flat offers a prime location and a welcoming oasis for
your London stay.
Details:
Number of Bedrooms: 2
Number of Baths: 1
Number of Beds: 4 ( 1x King Size Bed, 1x Double bed, 2x Sofa beds )
Max Occupancy: 6 guests
❖ 65-inch Smart 4k LED TV
❖ High-speed Wi-fi
❖ ...",64.0
688,https://housinganywhere.com/room/ut1470011/gb/London/carmel-court?categories=studio-for-rent%2Capartment-for-rent&page=29,"Carmel Court, London",9492,2373,now,56952,3 months,Furnished,Long term,Apartment,2.0,2.0,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

##Space
This two-bedroom maisonette is situated in the idyllic area of Kensington. The property is also just 600 metres from High Street Kensington Underground Station, making this property the perfect location for your stay in London.

Located on the second floor, reached by a flight of stairs, this beautiful Central London flat can comforta...",54.0
689,https://housinganywhere.com/room/ut1350748/gb/London/rosebery-avenue?categories=studio-for-rent%2Capartment-for-rent&page=29,"Rosebery Avenue, London",9000,2250,now,€0,1 month,Furnished,Long term,Apartment,2.0,2.0,"One-of-a-kind opportunity to live in this outstanding apartment!

This is a Two Bedroom Suite.

58 suites housed in a beautifully restored Victorian red brick building in London’s original Little Italy - now a stylish and sophisticated aparthotel.

This is a suite in a aparthotel. You will be able to avail all the facilities of the aparthotel. The monthly rent mentioned is merely a guide rate. Once you send a booking request, I will be happy to get back to you with a final rental price, which wi...",53.0
690,https://housinganywhere.com/room/ut1487063/gb/Croydon/orchard-way?categories=studio-for-rent%2Capartment-for-rent&page=29,"Orchard Way, London",9000,2250,now,1000,1 month,Furnished,Long term,House,3.0,1.0,"Our private and luxury house offers a peaceful retreat with convenient access to amenities in an area boasting green spaces, creating a serene atmosphere. With plenty of attractions, diverse dining options, boutique shops nearby, and easy access to Eden Park Station (an 18-minute walk), guests can easily travel and explore the city!

Welcome to our home! 

Relax in our beautiful, unique, detached 3-bedroom house with spectacular light throughout the building. It is equipped with high-end furnitu...",103.0
691,https://housinganywhere.com/room/ut1493593/gb/London/redcliffe-gardens?categories=studio-for-rent%2Capartment-for-rent&page=29,"Redcliffe Gardens, London",7804,1951,now,93648,3 months,Furnished,Long term,Apartment,2.0,2.0,"Welcome!

This lovely 72m2 apartment is located on the ground floor.

The living room is elegantly furnished and well-kept, with a sitting area, a TV to watch all your favourite shows and a dining table for four people. It is also generously lit, perfect for sharing moments with friends and family.

The kitchen includes appliances, essential cookware, and cutleries to fulfil your culinary requirements. There is a washing machine available for your laundry needs.

There is one portable air coolin...",72.0
692,https://housinganywhere.com/room/ut1469708/gb/London/frampton-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Frampton Street, London",9332,2333,now,350,1 month,Space for 2 people,Long term,Apartment,1.0,2.0,"Some length of stay discounts apply and are subject to change. Our team will confirm the total price of your stay with you upon booking.

A gorgeous apartment with balcony in Marylebone. Stylish interior design and homely atmosphere.

The Space:
This newly refurbished fourth floor apartment is situated in a modern residential development, the interior has been decorated to a beautiful standard with stylish furnishings.

The living and dining area boasts a comfy sofa, smart TV and beautiful cera...",
693,https://housinganywhere.com/room/ut1469707/gb/London/frampton-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Frampton Street, London",9332,2333,now,350,1 month,Space for 2 people,Long term,Apartment,1.0,2.0,"Some length of stay discounts apply and are subject to change. Our team will confirm the total price of your stay with you upon booking.

A spacious ground floor apartment in Marylebone with stylish interior design and homely atmosphere.

The Space:
This newly refurbished apartment is situated on the ground floor of a modern residential development, the interior has been decorated to a beautiful standard with stylish furnishings.

The living and dining area boasts a comfy sofa, smart TV and bea...",
694,https://housinganywhere.com/room/ut1469874/gb/London/frampton-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Frampton Street, London",9332,2333,now,350,1 month,Furnished,Long term,Apartment,1.0,2.0,"Some length of stay discounts apply and are subject to change. Our team will confirm the total price of your stay with you upon booking.

A gorgeous third floor corner apartment in Marylebone with balcony, stylish interior design and homely atmosphere.

The Space:
This newly refurbished apartment is situated on the third floor of a modern residential development, the interior has been decorated to a beautiful standard with stylish furnishings.

The living and dining area boasts a comfy sofa, sm...",60.0
695,https://housinganywhere.com/room/ut1291918/gb/London/sterne-street?categories=studio-for-rent%2Capartment-for-rent&page=29,"Sterne Street, London",8650,2162,now,2500,1 month,Furnished,Long term,House,3.0,2.0,"✔ Vibrant flat ideally located in Shepherd's Bush
✔ 1800 ft2 / 167 m2
✔ 3 bedrooms
✔ 2 bathrooms
✔ Well-equipped kitchen with all necessary appliances
✔ Gorgeous garden with outdoor furniture
✔ 17-minute walk to Holland Park & the Design Museum
✔ 35-minute walk to Kensington Palace
✔ 2-minute walk to Shepherd's Bush Tube Station
✔ An extensive area guide is provided, and we are available 24/7
✔ Essentials, linens, towels, and WiFi are provided

The space
⭐ 3 bedrooms
— the first and the second b...",167.0
696,https://www.rightmove.co.uk/properties/145287122#/?channel=RES_LET,"Exhibition Way, London HA9",3373,778,Ask agent,,Ask agent,Furnished,,Apartment,3.0,2.0,"Elevate your rental experience at Tene Wembley, within easy access of Wembley Park tube station for the Jubilee line and surrounded by a plethora of shops and eateries as well as health clubs and a multi-screen cinema.

Your three-bedroom apartment has a contemporary finish throughout, with a sleek open-plan kitchen/living area that is perfect for entertaining. All of your kitchen appliances are built-in and there is great storage in the hallway.

Your bedrooms benefits from floor-to-ceiling length wardrobes to maximise the ceiling height and the apartment enjoys plenty of natural light due to the large windows.

As a resident of the building you enjoy access to the following resident-exclusive amenities:

- Dedicated concierge
- Gym with Classes
- Co-Working Spaces
- Private Dining Space with Kitchen
- Resident Lounges
- Lush Garden Spaces
- Rooftop BBQ Area
- Social Hub Space

*** The development features a number of different buildings and apartments, with a variety of layouts and aspects, all within very close proximity. The photos and the floor plan are for illustration purposes only. Please enquire for the full list of available units and their respective availability dates***

** Limited promotional offer on selected units. The advertised price is reflective of 1 month rent-free, which is only applicable on a 14-month contract. Offer only valid on selected units. Please enquire for more details.

*Available for student let",
697,https://www.rightmove.co.uk/properties/86773656#/?channel=RES_LET,"6 Westfield Avenue, London, E20",2784,642,Now,350.0,12 months,Furnished,Long term,Apartment,1.0,1.0,"Discover exceptional rental living with our premium one-bedroom apartments, Coppermaker Square. Equipped with everything you need for spectacular living, our design-led apartments offer unrivalled comfort and style.

Step into modern living in our premium one-bedroom apartment at tallest building in our community and be greeted by a spacious bedroom with an ensuite and built-in wardrobe, ensuring that you have ample storage space. Enjoy the comfort of under-floor heating and an air-cooling system, ensuring that you are always comfortable no matter the weather. The apartment also includes a Juliet balcony, allowing you to take in the phenomenal views of the city.

Amenities

Premium Gym
Impressive Pool and Spa
Yoga and spin studio
Gaming space
Roof Garden with panoramic vistas
Co-working space
Screening room
Private Dining
Exclusive Resident events
Special offers/discounts from local businesses and Westfield Centre


Terms and conditions;
- The 4 weeks free rent is applicable for the remaining Xavier and Bussell building brand new apartments, there are a small number of remaining available apartments.
- Move ins for February and March are available
- You will enjoy 4 weeks free rent for any lease that you proceed with in the newly launched Xavier or Bussell buildings which you sign and agree by 29th Feb - the lease must be for the move in (physical or the lease start date is confirmed by 31st March latest, but physical move in can be slightly later if needed) subject to referencing.*",48.0
698,https://www.rightmove.co.uk/properties/86773653#/?channel=RES_LET,"Silwood Street, London, SE16",2145,495,Ask agent,2475.0,Ask agent,Furnished,Long term,Flat,2.0,1.0,"Available with Zero Deposit Guarantee. Modern two-bedroom second floor apartment boasts a private balcony. The apartment is located on Silwood Street SE16, close to shops and a 10 min walk to Bermondsey station and local parks. This spacious apartment has just been redecorated and has a light and bright open plan reception/kitchen area, both double bedrooms have fitted storage and the main fully tiled bathroom has a shower over bath. Accommodation comprises: 2 double bedrooms, 1 bathroom, kitchen, reception room, private balcony. EPC: C. Available furnished / part-furnished. Viewing recommended.

Owing to our commitment to keep both our colleagues and clients safe we have many self-serve viewing options available to you, including a video walk-through.",
699,https://www.rightmove.co.uk/properties/86773530#/?channel=RES_LET,"Station Road, London, SE13",2295,530,07/03/2024,2400.0,Ask agent,Unfurnished,Long term,Apartment,2.0,2.0,"Professional landlord FIZZY LIVING is excited to present this amazing apartment in FIZZY LEWISHAM. Located right next to the DLR and national rail station, Fizzy Lewisham is situated in one of the best locations in Lewisham.

Location:
- 11 minutes to London Bridge
- 12 minutes to Waterloo
- 16 minutes to Charing Cross
- 16 minutes to Canary Wharf

Fizzy Lewisham apartments are finished to a high specification with floor to ceiling windows throughout. Kitchens are fully integrated with high-quality appliances including a dishwasher, microwave, induction hob, oven and grill, and fridge and freezer, with a washing and dryer machine tucked away in a separate large storage cupboard. Most apartments in the building come with a private balcony & others with a unique Juliet balcony.

The master bedroom includes a large in-built wardrobe and TV point. All 2 bed apartments come with 2 bathrooms, one being an en-suite in the master bedroom.

Key features exclusive to Fizzy Lewisham:
- Private rooftop terrace on the 15th floor with stunning views of London skyline / Canary
Wharf
- Stylish furniture packages
- Free superfast fibre optic broadband from the UK's leading provider

Fizzy Living is a professional and independent landlord. Rent DIRECTLY from Fizzy to cut out the agency fuss and fees, and benefit from a great range of services not usually available in rented accommodation. Our recent customer satisfaction survey has proven that the Fizzy Perks we offer have become essentials to our residents. This includes a strong community with invites to exclusive parties and events, including rooftop yoga.

*This unit is available with Flatfair's No Deposit solution, so you won't have to pay a security deposit. Instead, you would pay a small check-in fee of £350 (inc. VAT) - significantly less than a five-week deposit. This fee is non-refundable and is not a deposit so cannot be used towards covering the cost of any future damages that might occur.

Fizzy offers Assured Shorthold Tenancy Agreements with a minimum 12 month term. We believe renters deserve a better deal - Fizzy is a Landlord you can trust.

*In order to rent an apartment with us, you will need to pass affordability checks. The annual joint household income must be at least 2.66 times the annual rent. Should a household not pass the affordability criteria, we do accept UK based guarantors however they too will be subject to referencing and household income for your guarantor must be 4 times the rent. If this is not possible, we will ask for 12 months' rent to be paid in advance.

ENERGY EFFICIENT RATING BAND B

*Images and floorplans used are for illustrative purposes only. Individual apartment sizes, features, furniture and layouts may vary.",
700,https://www.rightmove.co.uk/properties/145067288#/?channel=RES_LET,"Lithos Road, Swiss Cottage, London",2080,480,Ask agent,2400.0,Ask agent,Ask agent,Long term,Flat,2.0,1.0,"Newly refurbished two bedroom property to rent set on a popular residential road just off Finchley Road within a few minutes from the o2 Centre, Finchley Road Underground and Finchley Road & Frognal Overground. Comprising of two double bedrooms, large open plan reception plus fully tiled bathroom plus double glazed windows and gas central heating.

Lithos Road is situated within moments of all the local amenities of Finchley Road and the transport links of the area making it easily accessible to the West End and City",47.0
701,https://www.rightmove.co.uk/properties/142337693#/?channel=RES_LET,"Curlew House,Hawser Lane,London, E14",1907,440,Now,2200.0,Ask agent,Furnished,Long term,Apartment,1.0,1.0,"This spectacular one-bedroom apartment in the newly built Curlew House, part of the highly sought-after Poplar Riverside development, E14.

The property comes fully furnished and comprises a spacious bedroom, an open-concept living area with a large, fully fitted kitchen and a modern bathroom.

Residents will benefit from to the amenities on the development such as 24 hour concierge service, residents lounge, co- working spaces, a 20 meter swimming pool with views, vitality pool, sauna, salt, and steam rooms, games room and cinema room and also access to a beautiful 2.5 acre riverside park.

Poplar Riverside is located on the banks of the River Lea just over 1 mile from Canary Wharf .Canning Town Underground station is under a mile away, Canary Wharf can be reached in 12 minutes and Stratford in 16 minutes.

We are delighted to inform you that the Residents Taxi service courtesy of Berkeley Homes and facilitated by your concierge team will commence on Monday 27th November 2023.
The Taxi service will be to and from Canary Wharf station Monday to Friday ( 6.30am – 9am and 4.30pm to 7pm).",53.0
702,https://www.rightmove.co.uk/properties/86773599#/?channel=RES_LET,"Cottage Street, London",2800,646,26/04/2024,3230.0,Ask agent,Furnished,Long term,Flat,4.0,1.0,"City Realtor are delighted to present to the market a spacious four bedroom maisonette located in the Heart of Poplar, near All Saints.

The property consists of a spacious double room with access to a massive back garden with its very own storage shed. There are three spacious double bedrooms & a cozy single bedroom, all rooms fully furnished with enough space to fit desks. There is a fully equipped kitchen, a full bathroom & a front porch.

The location of the property is ideal as it is easy access to the city, and has all sorts of amenities walking distance, across East India Dock Road. You can find multiple supermarkets, grocery shops, fast food, pubs, post offices, bakery, banks & loads more.

The transport links are all walking distance:
All Saints DLR - 2 minutes walk
Poplar DLR - 7 minutes walk
Canary Wharf Station - 15 minutes walk
Canning Town Station - 25 minutes walk
Mile End Station - 30 minutes walk

There are countless bus routes within 5 minutes walking distance leading in all four cardinal directions, towards Stratford, Highbury, Islington, Aldgate, Paddington, East Ham & elsewhere.

Enquire today to secure yourself this immaculate three bedroom maisonette!",
703,https://www.rightmove.co.uk/properties/86773578#/?channel=RES_LET,"Pattern Works, Gaywood Road, Walthamstow, London, E17",1600,369,04/05/2024,1846.0,Ask agent,Unfurnished,Long term,Apartment,1.0,1.0,"NO DEPOSIT OPTION AVAILABLE. Offering a stylish, sleek and contemporary interior, this one-bedroom, two-bathroom loft style apartment offers both bright and spacious accommodation throughout. The apartment offers fantastic polished concrete feature walls/ceilings throughout and has a luxurious modern open plan kitchen lounge. There is also the added benefit of having a balcony The apartment is perfectly nestled within a short walk to Walthamstow Central in one direction or Walthamstow’s famous Lloyd Park in the other direction. Call now for an immediate viewing

Walthamstow Central is just a short walk away, offering Victoria line and Overground services, as well as the night Tube at the weekends. Walthamstow Mall offers a range of high street brands and supermarkets, Walthamstow market is still believed to be the longest Street market in Europe and there is also a Farmer market on a Sunday morning – offering lovely fresh seasonal Produce.

To top it off there is also a brand new cinema complex with a range of popular eateries such as Nandos.

William Morris is arguably one of Walthamstow’s most famous residents and he was in fact born and grew up in Walthamstow having lived in Water House as his childhood home. This is now the wonderful William Morris gallery and the grounds now form the wide open expanse that is Lloyd Park.

The park is ideal for tranquil walks or feed the ducks that reside on its lakes (as long as its not bread). Or attend one of the many free events that take place in the park throughout the year. There is also a recently opened food market within the grounds of the park on a Saturday - where you Can indulge and enjoy some freshly prepared street food or buy some tasty organic vegetables to take home.

A licence restricts number of tenants to a maximum of 2 unrelated persons or a family
EPC Rating: C.
Council Tax Band: B.
Rent excludes utilities, the tenancy deposit and any other permitted payments.
Monthly rent is £1600.00 PCM
Deposit payable is £1846.15 based on the advertised rent
A Holding Deposit of £369.23, based on the advertised rent, is required to reserve this property.
Min Term 1 year fixed term.
Please contact us for further information or visit our website.",
704,https://www.rightmove.co.uk/properties/86773584#/?channel=RES_LET,"Wimbolt Street, London",3700,854,07/05/2024,4270.0,Ask agent,Unfurnished,Long term,Barn Conversion,2.0,1.0,"We are delighted to offer to the market this well presented two bedroom terrace house on the Jesus Green Conservation Area. Offered on an unfurnished basis the property benefits from two double bedrooms, private garden and is within walking distance of excellent transport links. Available beginning of May 2024",
705,https://www.rightmove.co.uk/properties/86773569#/?channel=RES_LET,"Exchange Gardens, London, SW8",3350,773,Now,3865.0,Ask agent,Ask agent,Long term,Apartment,2.0,2.0,"A 14th floor two bedroom apartment set within the excellent modern development, Exchange Gardens - Keybridge.

The apartment shows impressive presentation throughout. Coming in through the front door, the hallway splits the property up, with a large Livingroom and Kitchen on the left with dual aspect, offering excellent views.

Further down the hallway we have the master bedroom which has an abundance of space with build in wardrobes and En-suite, 2nd bedroom also with an excellent sized built in wardrobe and En-suite.

The property has Juliette balconies in every room of the property.

Other features include an energy efficient heating system, underfloor heating, lift access, concierge facilities, leisure space, Gym, Swimming pool and Sauna.

Keybridge is ideally located within easy reach of the numerous shops, cafes and restaurants and a stones throw away from Vauxhall (Victoria Underground line).",79.0
706,https://www.rightmove.co.uk/properties/86773575#/?channel=RES_LET,"Bale & Anchor, Conington Road, SE13",2250,519,Now,,Ask agent,Furnished,,Flat,1.0,1.0,"This beautiful 1 bedroom apartment comes furnished with a bespoke furniture package, and boasts an open-plan living/kitchen/dining area with a private balcony. The kitchen is fully fitted with appliances including induction hob, fridge/freezer, dishwasher and the utility cupboard has an 8kg washer/dryer. The apartment benefits from floor-to- ceiling windows allowing plenty of natural daylight, built-in wardrobes with mirrors and 3 piece bathroom suite with storage.

Located next to Lewisham Station and running alongside Ravensbourne River, life at Bale & Anchor is about people connecting to create something new, valuable and lasting. Our stylish range of studio, 1, 2 and 3 bedroom apartments to rent help bring together a unique community with everything you could wish for.

We know you’ll feel right at home straight away, Bale & Anchor offers you the chance to move in with your furry friend (T&Cs apply) enjoy flexible contracts, no letting fees, free and fast broadband, the freedom to decorate and a friendly 24/7 on-site team as standard.

You will also be able to enjoy exclusive access to Ampersand, located on the 34th and 35th floor and home to many of our amazing amenities which boasts panoramic views over London and beyond. Live the high life with elegant spaces to relax, work and play. You will have access to our hi-tech gym, yoga studio, private dining room and games lounge as well as a host of other facilities which will be ready to use in 2024.

It's all part of the unique community at Bale & Anchor. Interested? Get in touch now to arrange a tour.

* Available for student let",
