,address,price_per_month,price_per_week,let_available_date,deposit,min_tenancy,furnish_type,let_type,house_type,bedrooms,bathrooms,dimensions,description
https://housinganywhere.com/room/ut1459455/gb/London/james-avenue?categories=studio-for-rent%2Capartment-for-rent&page=4,"James Avenue, London",GBP 1365,0,now,GBP 1200,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"Introducing Our Inviting Ground Floor Studio – Featuring Outdoor Access via a Patio Door for a Breath of Fresh Air. Complete with Your Own Kitchen and Bathroom, Plus the Added Comfort of Central Heating. Excitingly, Council Tax is Included for a Stress-Free Living Experience!

Step into the appeal of our ground floor studio, uniquely designed with outside access through a patio door, allowing for a refreshing breeze and a connection to the outdoors. This thoughtful feature adds an extra layer o..."
https://housinganywhere.com/room/ut1459418/gb/London/james-avenue?categories=studio-for-rent%2Capartment-for-rent&page=4,"James Avenue, London",GBP 1365,0,now,GBP 1200,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"Introducing Our Ground Floor Studio – Featuring a Large Window, Private Kitchen, and Bathroom, Complete with Central Heating. Excitingly, Council Tax is Included in the Rent for a Stress-Free Living Experience!

Explore the comforts of our ground floor studio, thoughtfully designed with a large window that floods the space with natural light. Enjoy the convenience of your own private kitchen and bathroom, creating a self-contained living experience.

Stay warm and cozy with central heating, ensu..."
https://housinganywhere.com/room/ut1459014/gb/London/anson-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Anson Road, London",GBP 1364,0,now,GBP 1200,3 months,Furnished,Long term,Entire apartment,Studio,1,Property: 17 m²,"Expansive Double Studio Apartment Offering Central Heating and Private Back House with Shared Patio

This delightful double studio apartment is a haven of comfort and convenience, featuring a central heating system to keep you warm and cozy during your stay. Nestled in the heart of a tranquil back house, you'll have access to a shared patio, providing the perfect spot to unwind and soak up the surroundings.

The prime location of this accommodation is unbeatable, just a short 7-minute walk to t..."
https://housinganywhere.com/room/ut1482659/gb/London/anson-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Anson Road, London",GBP 1349,0,now,12 months,6 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"💢💢💢

🔸Please note that advertised sizes are approximate.

Live like a local in London with our fully furnished studios!

Cozy studio, just a 10-minute walk from the tube and 5 minutes from shops! Stay warm and comfortable with central heating. 

Our houses offer a budget-friendly way to experience London and meet other travelers. Whether you're a working holidaymaker, student, group of friends, or solo adventurer, there's room for you.

All rooms have:
* Fresh linen supplied
* Wardrobes
* Wo..."
https://housinganywhere.com/room/ut1495082/gb/Brentford/pump-house-crescent?categories=studio-for-rent%2Capartment-for-rent&page=4,"Pump House Crescent, London",GBP 2953,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 45 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

Escape to a tranquil oasis in Brentford just off Kew Bridge. Nestled on the third floor, this charming one-bedroom flat offers a serene retreat with modern comforts and convenient access to the best of Brentford, Chiswick, Kew & Richmond. 

Step into the bright and airy bedroom, where a sumptuous king-sized bed awaits, promising a restful nig..."
https://housinganywhere.com/room/ut1356073/gb/London/saint-james-s-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Saint James's Road, London",GBP 1900 - GBP 2300,0,now,GBP 500,1 month,Furnished,Long term,Entire apartment,Studio,1,Property: 85 m²,"Introducing your charming and inviting studio penthouse apartment, ideally situated in the desirable SE1 district of London. This delightful residence offers an exceptional opportunity for those seeking a comfortable and well-appointed living space in one of the city's most coveted areas.

Step into this coy yet stylish abode, where every detail has been carefully considered to provide you with a warm and inviting atmosphere. The open-concept layout maximizes the use of space, creating a seamles..."
https://housinganywhere.com/room/ut1474899/gb/London/oxley-close?categories=studio-for-rent%2Capartment-for-rent&page=4,"Oxley Close, London",GBP 2700 - GBP 2900,0,now,GBP 0,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 450 m²,"About this space
Step into the modern and cozy 1BR 1Bath apartment in the friendly Old Kent Community in Greater London. It offers a relaxing getaway minutes away from The Den football stadium, lush parks, restaurants, shops, and different exciting attractions and landmarks.

✔ Comfortable Bedroom
✔ Living Room
✔ Fully Equipped Kitchen
✔ Baththub and Shower
✔ Smart TV
✔ High-Speed Wi-Fi
✔ Washer
✔ Free Parking

Learn more below!
The space
Upon entering this exquisite apartment, you are welcomed ..."
https://housinganywhere.com/room/ut1446831/gb/London/hackney-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Hackney Road, London",GBP 2950,0,now,GBP 3687,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 56 m²,"Rent Breakdown 
*** 12+ months - 2950 GBP***
*** 10-11 months - 3245 GBP ***
*** 6-9 months - 3688 GBP ***
*** 3-5 months - 3983 GBP ***

Introducing a hassle-free way of living. This three bedroom apartment comes fully furnished and all-inclusive with its own private lounge, kitchen and bathrooms. The interior has been carefully curated with high quality furniture and bold pops of colour to create a charming Scandinavian feel of modern luxury. The complex itself offers exclusive access to commu..."
https://housinganywhere.com/room/ut1459069/gb/London/ash-grove?categories=studio-for-rent%2Capartment-for-rent&page=4,"Ash Grove, London",GBP 1417,0,now,GBP 1250,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"Introducing Our Newly Refurbished Retreat – Proximity to Tube Zone 2, Fully Furnished with Inclusions!

Experience the epitome of modern living in our freshly refurbished space, perfectly situated near Tube Zone 2. This thoughtfully updated haven offers a harmonious blend of style and convenience, ensuring a seamless and enjoyable stay.

Step into a fully furnished sanctuary where every detail has been meticulously curated for your comfort. From luxurious linens to a well-appointed kitchen feat..."
https://housinganywhere.com/room/ut1482934/gb/London/anson-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Anson Road, London",GBP 1427,0,now,GBP 1427,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"💢💢💢

🔸Please note that advertised sizes are approximate.

Live like a local in London with our fully furnished studios! 

Newly renovated and close to tube zone 2. This studio comes fully furnished including linen, pots, pans, a TV, and a refrigerator. Council tax is included and you only need to pay for electricity.

Our houses offer a budget-friendly way to experience London and meet other travelers. Whether you're a working holidaymaker, student, group of friends, or solo adventurer, ther..."
https://housinganywhere.com/room/ut1469981/gb/London/winstanley-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Winstanley Road, London",GBP 2995,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 49 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

Property
This one bedroom apartment is situated in the idyllic area of Clapham just 5 minutes walk from the local cafes and restaurants. The property is also just 400 metres from Clapham Junction Train and Overground station, making this property the perfect location for your stay in London.

Located on the first floor, this beautiful London ..."
https://housinganywhere.com/room/ut1483605/gb/London/chatsworth-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Chatsworth Road, London",GBP 1422,0,now,GBP 1422,3 months,Furnished,Long term,Entire apartment,Studio,1,Property: 17 m²,"Your Ideal Central London Studio!

xplore the convenience of our central London studios, situated next to the tube for easy co
mmuting. Each studio offers approximately 17.5m2 of space (please note that this is an estimate).

For bookings less than 6 months, a short-term booking fee equivalent to 1 week's rent will be applied, payable with the first month's rent for a seamless start to your stay.

Inclusive utilities make your life easier. Water, WiFi, and council tax are all covered under the m..."
https://housinganywhere.com/room/ut1470096/gb/London/chiswick-high-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Chiswick High Road, London",GBP 3038,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 43 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This one bedroom apartment is situated in the idyllic area of Chiswick just minutes from the local cafes and restaurants. The property is also just a 3 minute walk from Gunnersbury Station making this property the perfect location for your stay in London.

Located on the second floor, this apartment can comfortably accommodate up to 2 people...."
https://housinganywhere.com/room/ut1470037/gb/London/chiswick-high-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Chiswick High Road, London",GBP 3007,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 56 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This one-bedroom apartment is situated in the idyllic area of Chiswick. Located on the ground floor, this beautiful London flat can comfortably accommodate up to four people. The smoke-free property features a living room, a dedicated study workspace, a bedroom, a bathroom, a WC, a kitchen, and a garden.

The living room is equipped with a co..."
https://housinganywhere.com/room/ut1379038/gb/Croydon/high-street?categories=studio-for-rent%2Capartment-for-rent&page=4,"High Street, London",GBP 2160,0,now,Rent,GBP 0,Furnished,Long term,Entire apartment,Studio,2,Property: 12 m²,"One-of-a-kind opportunity to live in this outstanding apartment!

Based in the heart of Croydon, the building is perfect for corporate, contractor or leisure guests. Whether you need to stay for just a night, need affordable accommodation with great transport links to London, or are looking for accommodation whilst working in Croydon, this will suit your needs.

The studios are within walking distance of local convenience stores and shopping centres as well as a wide range of restaurants. Box Pa..."
https://housinganywhere.com/room/ut1355782/gb/London/olympic-way?categories=studio-for-rent%2Capartment-for-rent&page=4,"Olympic Way, London",GBP 2995,0,now,GBP 3745,6 months,Furnished,Long term,Entire apartment,3 bedrooms,2,Property: 80 m²,"Rent Breakdown 
*** 12 months booking - 2995GBP***
*** 10-11 months  booking - 3630 GBP ***


Modern living, reinvented. Experience our all-in-one living concept with a 3-bed apartment in Wembley Park.

Our location boasts beautifully designed flats with state-of-the-art amenities, ideal for a vibrant community of young professionals.

The interiors has been carefully curated with high quality furniture and appliances, with the kitchens coming fully stocked with all cutleries and cookware.

It p..."
https://housinganywhere.com/room/ut1470014/gb/London/mackenzie-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"MacKenzie Road, London",GBP 3059,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 42 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

  
This one bedroom apartment is situated in the idyllic area of Islington. The property is also just 400 meters from Caledonian Road Underground Station, making this property the perfect location for your stay in London.

Located on the ground floor, this beautiful London flat can comfortably accommodate up to two people. The smoke-free prop..."
https://housinganywhere.com/room/ut1459284/gb/London/high-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"High Road, London",GBP 1496,0,now,GBP 1300,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"Introducing Our Newest Double Studio – A Brand-New Unit with Central Heating, Just 5 Minutes to the Tube, 4 Minutes to Nearby Bus Stops and Shops. Excitingly, Council Tax is Included in Rent!

Embark on a contemporary living experience with our latest addition, the Double Studio. This brand-new unit is thoughtfully designed with central heating, ensuring a cozy and comfortable ambiance. Enjoy the convenience of being just a 5-minute walk to the nearby tube station, with bus stops and shops conv..."
https://housinganywhere.com/room/ut1470112/gb/London/st-john-s-hill?categories=studio-for-rent%2Capartment-for-rent&page=4,"St John's Hill, London",GBP 3018,0,now,6 months,3 months,Furnished,Long term,Entire apartment,2 bedrooms,2,Property: 68 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This two-bedroom apartment is situated in the idyllic area of Wandsworth. The property is also just 2 minutes walk from Clapham Junction Station, making this property the perfect location for your stay in London.

Located on the ground floor, this beautiful South West London flat can comfortably accommodate up to four people. The smoke-free p..."
https://housinganywhere.com/room/ut1470109/gb/London/st-john-s-hill?categories=studio-for-rent%2Capartment-for-rent&page=4,"St John's Hill, London",GBP 3018,0,now,6 months,3 months,Furnished,Long term,Entire apartment,2 bedrooms,2,Property: 67 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This two-bedroom apartment is situated in the idyllic area of Wandsworth. The property is also just 2 minutes walk from Clapham Junction Station, making this property the perfect location for your stay in London.

Located on the first floor, this beautiful South West London flat can comfortably accommodate up to four people. The smoke-free pr..."
https://housinganywhere.com/room/ut1469970/gb/London/old-ford-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Old Ford Road, London",GBP 2531,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 69 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

 Property
This bright and stylish one bedroom apartment is situated in the idyllic area of Bethnal Green. Located next to Victoria park and regents canal It has a great location just 5 minutes walk from the local shops and Central line.

Located on the first floor, this beautiful London flat can comfortably accommodate up to two people. The s..."
https://housinganywhere.com/room/ut1379052/gb/Croydon/high-street?categories=studio-for-rent%2Capartment-for-rent&page=4,"High Street, London",GBP 2520,0,now,Rent,GBP 0,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"One-of-a-kind opportunity to live in this outstanding apartment!

Based in the heart of Croydon, the building is perfect for corporate, contractor or leisure guests. Whether you need to stay for just a night, need affordable accommodation with great transport links to London, or are looking for accommodation whilst working in Croydon, this will suit your needs.

The studios are within walking distance of local convenience stores and shopping centres as well as a wide range of restaurants. Box Pa..."
https://housinganywhere.com/room/ut1477881/gb/London/globe-road?categories=studio-for-rent%2Capartment-for-rent&page=4,"Globe Road, London",€3500,0,now,2 months,1 month,Furnished,Long term,Entire house,2 bedrooms,2,Property: 106 m²,"This stylish and spacious home is the perfect stay for group or family trips to London. With two terraces and a patio it offers plenty of outdoor space. It has two bedrooms, one with a double bed (first 2 people) and the other one is a spacious room with a double bed and a sofa bed (fits 4 people). The house also has two kitchens and two bathrooms. It is nicely situated on the south side of Victoria Park and within walking distance of Shoreditch, London Fields, and Broadway Market.

It is a quie..."
https://housinganywhere.com/room/ut1471410/gb/London/amiel-street?categories=studio-for-rent%2Capartment-for-rent&page=4,"Amiel Street, London",GBP 3111,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 37 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 


Welcome to this stylish studio flat nestled in the heart of London City Island, a vibrant and contemporary development. Just a 9-minute stroll from the Canning Town Underground and DLR stations, this conveniently located residence offers both ease of transportation and a trendy urban lifestyle.

Step into a modern kitchen area, where sleek d..."
https://housinganywhere.com/room/ut1469969/gb/London/clapham-crescent?categories=studio-for-rent%2Capartment-for-rent&page=5,"Clapham Crescent, London",GBP 3101,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 45 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

  Property

This One bedroom apartment is situated in the idyllic area of Clapham Common just 3 minutes walk from the local cafes and restaurants, shops, bars and a cinema. The property is also just 450 metres from Clapham Common tube station, making this property the perfect location for your stay in London.

Located on the 1st floor, this a..."
https://housinganywhere.com/room/ut1362135/gb/London/saint-james-s-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Saint James's Road, London",GBP 1900 - GBP 2300,0,now,GBP 500,1 month,Furnished,Long term,Entire apartment,Studio,1,Property: 75 m²,"Welcome to your cozy ground floor studio apartment in the vibrant SE1 district of Bermondsey, London. This charming residence offers a comfortable living space, perfect for those seeking a modest yet convenient lifestyle in a sought-after neighborhood.

Inside, you'll find an open-concept layout that maximizes space and creates a seamless flow between areas. The living area provides a cozy retreat, while the well-appointed kitchenette allows you to showcase your culinary skills. The sleeping are..."
https://housinganywhere.com/room/ut1470114/gb/London/st-john-s-hill?categories=studio-for-rent%2Capartment-for-rent&page=5,"St John's Hill, London",GBP 3018,0,now,6 months,3 months,Furnished,Long term,Entire apartment,2 bedrooms,2,Property: 71 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This two-bedroom apartment is situated in the idyllic area of Wandsworth. The property is also just 2 minutes walk from Clapham Junction Station, making this property the perfect location for your stay in London.

Located on the first floor, this beautiful South West London flat can comfortably accommodate up to four people. The smoke-free pr..."
https://housinganywhere.com/room/ut1470110/gb/London/st-john-s-hill?categories=studio-for-rent%2Capartment-for-rent&page=5,"St John's Hill, London",GBP 3018,0,now,6 months,3 months,Furnished,Long term,Entire apartment,2 bedrooms,2,Property: 73 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

Centrally located, our newly refurbished home has easy access to Central London in only 10 minutes by train

Our home is light and airy with high ceilings and large bay windows. There's a lovely open-plan lounge and a fully equipped kitchen with polished wooden floors. 

The two spacious bedrooms have double beds which are dressed in crisp li..."
https://housinganywhere.com/room/ut1470111/gb/London/st-john-s-hill?categories=studio-for-rent%2Capartment-for-rent&page=5,"St John's Hill, London",GBP 3018,0,now,6 months,3 months,Furnished,Long term,Entire apartment,2 bedrooms,2,Property: 74 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This charming two-bedroom apartment is nestled in the picturesque Wandsworth neighborhood. Its prime location is further accentuated by its proximity to Clapham Junction Station, just a brief 2-minute stroll away, making it the ideal base for your London sojourn.

Situated on the lower ground floor, this elegant flat in the heart of South Wes..."
https://housinganywhere.com/room/ut1470086/gb/London/fletcher-buildings?categories=studio-for-rent%2Capartment-for-rent&page=5,"Fletcher Buildings, London",GBP 3111,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 30 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

The space
This one-bedroom apartment is situated in the idyllic area of Covent Garden. Located on the third floor, this beautiful Central London flat can comfortably accommodate up to three people, and features a living room, a bedroom, a bathroom and a kitchen. The smoke-free property is a two-minute walk from Covent Garden Tube Station and ..."
https://housinganywhere.com/room/ut1470108/gb/London/st-john-s-hill?categories=studio-for-rent%2Capartment-for-rent&page=5,"St John's Hill, London",GBP 3018,0,now,6 months,3 months,Furnished,Long term,Entire apartment,2 bedrooms,2,Property: 74 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This two-bedroom apartment is situated in the idyllic area of Wandsworth. The property is also just 2 minutes walk from Clapham Junction Station, making this property the perfect location for your stay in London.

Located on the ground floor, this beautiful South West London flat can comfortably accommodate up to four people. The smoke-free p..."
https://housinganywhere.com/room/ut1379803/gb/London/norbury-crescent?categories=studio-for-rent%2Capartment-for-rent&page=5,"Norbury Crescent, London",GBP 2460,0,now,Rent,GBP 0,Furnished,Long term,Entire apartment,Studio,2,Property: 20 m²,"One-of-a-kind opportunity to live in this outstanding apartment!

The complex is just a 10-minute walk from Sutton railway station, which provides excellent links to Wimbledon, Croydon, London Victoria and London Bridge stations. Crown Agents, Royal Marsden Hospital, Institute of Cancer Research and Quadrant House are also only a short walk from our property. The modern rooms offer complimentary Wi-Fi and self-service Continental breakfast.

These spacious rooms each have 1 double and1 single be..."
https://housinganywhere.com/room/ut1482609/gb/London/st-pauls-avenue?categories=studio-for-rent%2Capartment-for-rent&page=5,"St Pauls Avenue, London",GBP 1060,0,now,GBP 1060,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 18 m²,"💢💢💢

🔸Please note that advertised sizes are approximate.

Spacious Studio, Quick Commute, Shops at Your Doorstep!

Imagine stepping into your generously sized double or twin studio, bathed in natural light and ready to be your cozy London haven. Just a 4-minute stroll from the tube and the same from convenient shops, this bright space offers ultimate city living with effortless access to everything you need.

🔸For bookings less than 6 months, we charge an additional short-term booking fee e..."
https://housinganywhere.com/room/ut1482949/gb/London/high-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"High Road, London",GBP 1296,0,now,GBP 1296,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"Your Ideal Central London Studio!
Explore the convenience of our central London studios, situated next to the tube for easy commuting. Each studio offers approximately 17.5m2 of space (please note that this is an estimate).

For bookings less than 6 months, a short-term booking fee equivalent to 1 week's rent will be applied, payable with the first month's rent for a seamless start to your stay.

Inclusive utilities make your life easier. Water, WiFi, and council tax are all covered under the mo..."
https://housinganywhere.com/room/ut1470099/gb/London/storey-house?categories=studio-for-rent%2Capartment-for-rent&page=5,"Storey House, London",GBP 3164,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 37 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

 This studio apartment is situated in the idyllic area of Canning Town. Located on the fourth floor, this beautiful London studio can comfortably accommodate up to two people. The smoke-free property features a bedroom, a bathroom, a kitchen and a balcony.

The living room is equipped with a comfortable sofa, a dining table and a Smart TV.  T..."
https://housinganywhere.com/room/ut1469928/gb/London/marcon-place?categories=studio-for-rent%2Capartment-for-rent&page=5,"Marcon Place, London",GBP 3143,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 52 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

Property

This one-bedroom apartment is situated in the idyllic area of Hackney just a 3-minute walk from the local cafes, restaurants, and shops. The property is also just 300 meters from Hackney Downs Railway and Overground station, and Hackney Central Overground station, making this property the perfect location for your stay in London.

L..."
https://housinganywhere.com/room/ut1483565/gb/London/james-avenue?categories=studio-for-rent%2Capartment-for-rent&page=5,"James Avenue, London",GBP 1299,0,now,GBP 1299,3 months,Furnished,Long term,Entire apartment,Studio,2,Property: 17 m²,"Presenting Our Desirable Unit with a Private Patio in a Lovely House – Bright and Airy with Central Heating, Double Bedroom with Patio Doors. Just a 10-Minute Stroll to Tube Zone 2 and a Convenient 5-Minute Walk to Shops. Excitingly, Council Tax is Included in the Rent!

Experience the allure of our distinct unit, featuring its own private patio, abundant natural light, and the comfort of central heating. Enjoy the spacious double bedroom with patio doors that open up to your private outdoor spa..."
https://housinganywhere.com/room/ut1399290/gb/Leatherhead/bridge-street?categories=studio-for-rent%2Capartment-for-rent&page=5,"Bridge Street, London",GBP 3103,0,now,Rent,GBP 0,Furnished,Long term,Entire apartment,Studio,2,Property: 45 m²,"💢💢💢

Welcome home to chic épértments, located in Leatherhead, Surrey. Swan House features a stunning selection of studio, one- and two-bedroom modern apartments designed in a contemporary, minimalist style. Each apartment benefits from large windows which allow natural light to flood the interior. With unlimited high-speed Wi-Fi access, a Smart TV, and a fully equipped kitchen, these apartments are the perfect place for work or to relax and unwind.

Nestled in the heart of the bustling town o..."
https://housinganywhere.com/room/ut1470122/gb/London/hardwicks-square?categories=studio-for-rent%2Capartment-for-rent&page=5,"Hardwicks Square, London",GBP 3164,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 53 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This one bedroom is situated in the idyllic area of South West London.  The property is also just  0.7 miles from East Putney Underground Station making this property the perfect location for your stay in London.

Located on the first floor, this beautiful South West London flat can comfortably accommodate up to three people. The smoke-free p..."
https://housinganywhere.com/room/ut1470044/gb/London/westwood-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Westwood Road, London",GBP 3183,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 46 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This gorgeous studio apartment is situated in the idyllic area of Chelsea.  Located on the 6th floor, this beautiful London flat can comfortably accommodate up to two people. The smoke-free property features a bedroom, a bathroom, a kitchen, and a balcony.

The room is equipped with a comfortable sofa, a dining table and a Smart TV.  The kitc..."
https://housinganywhere.com/room/ut1493972/gb/London/lanterns-way?categories=studio-for-rent%2Capartment-for-rent&page=5,"Lanterns Way, London",GBP 3164,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 34 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

Welcome to your cosy retreat in the heart of Isle of Dogs! This ground-floor flat boasts a delightful blend of comfort and modernity, perfect for a memorable stay. The flat features one bedroom, adorned with a snug double bed and bathed in natural light, ensuring a refreshing start to each day.

The accommodation also comprises a well-appoint..."
https://housinganywhere.com/room/ut1469986/gb/London/grafton-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Grafton Road, London",GBP 3164,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 40 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

Property
This one-bedroom apartment is situated in the idyllic area of Acton. The property is also just 500 metres from Acton Main Line train station and Acton Central Overground Station, making this property the perfect location for your stay in London.

Located on the ground floor, this beautiful London flat can comfortably accommodate up t..."
https://housinganywhere.com/room/ut1379788/gb/Sutton/camborne-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Camborne Road, London",GBP 2520,0,now,Rent,GBP 0,Furnished,Long term,Entire apartment,Studio,2,Property: 19 m²,"One-of-a-kind opportunity to live in this outstanding apartment!

The complex is just a 10-minute walk from Sutton railway station, which provides excellent links to Wimbledon, Croydon, London Victoria and London Bridge stations. Crown Agents, Royal Marsden Hospital, Institute of Cancer Research and Quadrant House are also only a short walk from our property. The modern rooms offer complimentary Wi-Fi and self-service Continental breakfast.

These spacious rooms each have 2 single beds and a dig..."
https://housinganywhere.com/room/ut1379188/gb/London/franciscan-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Franciscan Road, London",GBP 2520,0,now,Rent,GBP 0,Furnished,Long term,Entire apartment,Studio,2,Property: 16 m²,"One-of-a-kind opportunity to live in this outstanding apartment!

Our innovative accommodation concept makes an ideal choice for those requiring short-term vacation rentals or corporate housing for corporate, contractor or leisure stays. The property combines the benefits of a hotel with the homely atmosphere of an apartment. It offers the perfect solution for those needing accommodation for up to a week or even longer, such as the frequent business traveller or for those relocating to the UK, r..."
https://housinganywhere.com/room/ut1490837/gb/London/ainger-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Ainger Road, London",GBP 3600,0,now,GBP 1000,1 month,Furnished,Long term,Entire apartment,1 bedroom,1,Property: 50 m²,"Set in London, 1.3 km from London Zoo and 1.1 km from Camden Market, Charming 1-bed flat in the heart of Primrose Hill offers air conditioning. It has city views and free WiFithroughout the property.

This apartment is fitted with 1 bedroom, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom fitted with a shower.

The nearest airport is London City Airport, 18 km from Charming 1-bed flat in the heart of Primrose Hill.

Location:
Situated in the heart of Primr..."
https://housinganywhere.com/room/ut1470598/gb/London/davisville-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Davisville Road, London",GBP 3111,0,now,6 months,3 months,Furnished,Long term,Entire apartment,2 bedrooms,2,Property: 55 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

This two-bedroom apartment is situated in the idyllic area of Shepherds Bush.  Located on the second floor, this beautiful London flat can comfortably accommodate up to four people. The smoke-free property features a living room, two bedrooms, a bathroom, and a kitchen.

The living room is equipped with a comfortable sofa, a dining table, and..."
https://housinganywhere.com/room/ut1486940/gb/London/ferndale-road?categories=studio-for-rent%2Capartment-for-rent&page=5,"Ferndale Road, London",GBP 2689,0,now,6 months,3 months,Furnished,Long term,Entire apartment,1 bedroom,2,Property: 52 m²,"Please note, that for all bookings up to 179 days, upfront payment will be required. For bookings over 6 months, monthly installments will be arranged. 

Welcome to your haven in Clapham North! This charming one-bedroom, one-bathroom flat awaits you on the ground floor, providing easy access to all its delightful features. With a cosy living room and a beautiful garden, experience the perfect blend of comfort and style. The stairway comprises a visually engaging gallery wall of framed cult mov..."
