,address,price_per_month,price_per_week,let_available_date,deposit,min_tenancy,furnish_type,let_type,house_type,bedrooms,bathrooms,dimensions,description
https://www.rightmove.co.uk/properties/142019735#/?channel=RES_LET,Victoria Street Westminster SW1H,"£2,622 pcm",£605 pw,Now,"£3,025",Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"Located in the heart of Victoria, this is a 425 sq ft Manhattan-Style apartment on the third floor of this stylish new development.

Finished to an exacting standard throughout, the apartment comprises a reception with wide floor-to-ceiling windows.

Designer Italian kitchen open plan to the living space, modern bathroom with glazed aqua tiles and separate sleeping area complete this well-designed property. Oakwood flooring, computerised lighting system and underfloor heating throughout.

Residents also benefit from 24 hour concierge services, gymnasium, sky garden with south facing views and a landscaped courtyard.

Victoria Underground (Circle, District & Victoria lines) and Mainline Station St James's Park Underground."
https://www.rightmove.co.uk/properties/86770035#/?channel=RES_LET,"Jamaica Street, London","£1,950 pcm",£450 pw,12/04/2024,"£2,250",Ask agent,Part furnished,Long term,Flat,2,1,Ask agent,"A large two double bedroom flat in a convenient East London location.

This spacious, split level, two double bedroom property comprises; a large reception room with storage cupboard leading to a private patio garden, and a separate recently refurbished kitchen on the ground floor. The first floor offers two equal sized double bedrooms with fitted storage and a family bathroom.

The property further benefits from; views over communal gardens, modern appliances and ample storage.

The property has recently undergone refurbishment and is offered part furnished.

The property is perfect for a family, a professional couple, professional sharers or a professional single person looking for a spacious property in a convenient location.

Jamaica Street is located between Whitechapel Overground and Shadwell DLR stations and close to local amenities including pubs/bars/restaurants and convenience stores."
https://www.rightmove.co.uk/properties/86769993#/?channel=RES_LET,"Switch House West, Battersea Power Station,","£2,925 pcm",£675 pw,06/03/2024,"£3,375",Ask agent,Furnished,Long term,Studio,1,"526 sq ft
49 sq m",Ask Agent,"This lovely furnished Studio apartment sits on the 2nd floor of Switch House West block within the Battersea Power Station building. The studio has 526 sq. ft. of internal space.

The apartment boasts a fantastic layout and numerous amenities offered by this unique development.

Equipped with bespoke kitchen and bathroom designs that redefine modern luxury living and gives you a sense of comfort within this historic building. It is fashioned in the Heritage 33 Palette with dark herringbone flooring.

The Kitchen is custom designed with an open plan set-up making it the focal point of the home. Period detailing in the bathroom is made to enhance the historical features of the Power Station itself.

Come downstairs and you have access to the amenities such as the Electric Boulevard (part of the upcoming Phase 3 of the development) which is a wide and multilevel street lined with numerous high fashion shops, restaurants and cafes.

Amenities & Facilities
Residents will enjoy a plethora of amenities and facilities such as 24 hours concierge, a residents' lounge, bar, business centre, fully equipped gym, swimming pool, spa, games room, private cinema and much more.

Exclusive retailers based on site will make the new Electric Boulevard London’s most fashionable and exciting shopping destination right at your doorstep! The Power Station’s own Battersea General Store brings you artisan suppliers and international brands.

Moreover, there is a theatre and plenty of bars/cafes to keep you conveniently entertained.

Restaurants include Gordon Ramsay’s new Street Pizza, Cinnamon Kitchen, Tonkotsu, Megan’s cafe, Wright brothers to name just a few with more opening up soon!

If you do need to travel in and around London, just walk to the new Battersea Power Station northern line tube located right within the development or choose the river taxi off the jetty with the Thames Clipper boat service."
https://www.rightmove.co.uk/properties/143952398#/?channel=RES_LET,"Hoey Court, 4 Barry Blandford Way, Bow, London, E3","£1,800 pcm",£415 pw,Ask agent,"£2,076",Ask agent,Furnished,Long term,Flat,1,1,Ask agent,"Located on the 3rd floor of this popular modern development is this impressive one-bedroom apartment. There is a generous open plan living area, which encompasses a quality fitted kitchen with a range of integral appliances, a double bedroom with fitted wardrobe, and a three-piece bathroom suite. There is ample fitted storage space, large floor-to-ceiling windows, and a private balcony, enabling you to admire the far-reaching views. Perfectly located near a wide array of local amenities including gym and access to Regent's Canal providing a short walk to Victoria Park. In addition to this the property offers excellent connections to the City and West End (District and Hammersmith & City Lines at Bromley-By-Bow station) and to Canary Wharf and Bank via the DLR at Devons Road station.

Council Tax Band C"
https://www.rightmove.co.uk/properties/86769918#/?channel=RES_LET,"Lexham Gardens, Kensington","£3,900 pcm",£900 pw,Now,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Apartment,2,1,Ask agent,"4th Floor - 2 Bedrooms - 687sq ft - 1 Bathroom

We are delighted to offer a stunning fourth floor (with lift) apartment comprising of 2 double bedrooms, 1 bathroom and a further guest cloakroom, fully integrated kitchen and separate utility area. The property offers spacious living accommodation and benefits from high ceilings and period features.

The reception/dining room overlooks the private gardens and is very bright with well-proportioned living space. The property is newly decorated, fully furnished and carpeted throughout. Close to High Street Kensington and Holland Park, this newly re-decorated apartment also benefits from a lift and lots of natural light.

This property is equidistant to High Street Kensington and Gloucester Road tube stations and is also within a 5 minute walk to beautiful Holland Park and Kensington Palace Gardens and is also close to Museum Mile where the Natural History, Science and world renowned Victoria and Albert Museums are located."
https://www.rightmove.co.uk/properties/86769867#/?channel=RES_LET,"Westwick Gardens, Brook Green","£1,950 pcm",£450 pw,01/05/2024,Ask agent,Ask agent,Furnished,Long term,Flat,1,Ask agent,Ask Agent,"Please quote reference 47825 when enquiring about this property

Fabulous 1 bedroom apartment in Westwick Gardens, Shepherds Bush/ Brook Green, W14.

An impressive bright and spacious contemporary one bedroom apartment situated on the first floor of this period conversion ideally located within close walking distance (3-4 min) of the Shepherds Bush central line and Westfield shopping centre.

The property is in excellent condition (recently renovated & redecorated) and finished to a very high standard. Property benefits from wood flooring throughout, modern open plan fitted kitchen, large bright reception with modern decor throughout and large windows, high ceilings, large well-proportioned bedroom with ample storage space which leads down to a fully tiled modern bathroom with bath. The apartment comes fully furnished with all modern appliances (built-in dishwasher, fridge/freezer, washer/dryer machine), 3-seat sofa, dining table and chairs etc.

Westwick Gardens is conveniently placed for the amenities in Shepherd's Bush including the extensive range of shops, bars and restaurants at Westfield Shopping Centre.

For transport, the nearest station is Shepherd's Bush (Central, Overground, Hammersmith and City line are moments away offering links to and from the city centre) and Kensington Olympia station (District Line and Overground).

Furnished and available from 1st May.

Early viewings are highly recommended.

EPC - C"
https://www.rightmove.co.uk/properties/86769774#/?channel=RES_LET,"Lanson Building, 348 Queenstown Road, SW11","£2,275 pcm",£525 pw,21/03/2024,"£2,625",Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"Available from 21/03/2024

Beautiful one bedroom Manhattan apartment located on the sixth floor of the Lanson Building, Chelsea Bridge Wharf. Spacious living area with fully equipped open plan kitchen. Balcony with stunning views overlooking Battersea Park. Floor to ceiling windows maximise light in. Bedroom with built in wardrobe and sliding doors. Separate bathroom.

A stone's throw from Sloane square is the beautiful Chelsea Bridge Wharf development, located on the banks of the river Thames and Chelsea Bridge and adjacent to the wide-open spaces Battersea Park this iconic development enjoys a level of peace and tranquility that is unrivalled in prime central London at its heart lies the award-winning water gardens that offer a tranquil oasis between the beautiful glass buildings that surround it. The Development boasts excellent views, 24-hour concierge, large terraces as well as underground parking (not included). The apartments are a short walk to the new northern line extension connecting the complex to the city and west end within 5 stops."
https://www.rightmove.co.uk/properties/144550409#/?channel=RES_LET,100a George Street Croydon CR0,"£2,405 pcm",£555 pw,Now,"£2,775",Ask agent,Furnished,Long term,Apartment,2,2,Ask agent,"Ten Degrees is a brand new community development in East Croydon (Zone 5), nearby lively BoxPark and other shops, restaurants, with excellent transport links into London Bridge & Victoria in 15 minutes.

Luxury 1, 2 and 3 bed apartments are available furnished with a bespoke furniture package and king sized beds, or unfurnished to suit your needs. Each bright apartment benefits from floor-to-ceiling windows, decorated in neutral tones, with an open plan kitchen and SMEG appliances, including a dishwasher and washer/dryer.

Exclusive on-site benefits to make you feel at home:
- Screening room
- Games lounge and co-working spaces
- Garden terrace and sky lounge
- Fully equipped rooftop gym & yoga room
- Regular resident events
- Pets welcome at an extra charge, with a pet spa
- 24/7 on-site team

*These photographs & floorplans demonstrate the layout & finish of an apartment within the development. The sizes, prices, layouts & finishes of each flat vary."
https://www.rightmove.co.uk/properties/86769708#/?channel=RES_LET,"Westbourne Terrace Road, Little Venice, London, W2","£2,275 pcm",£525 pw,Ask agent,£0,Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"A modern one bedroom apartment to rent on a quiet residential road moments from Paddington station (Heathrow Express) and Warwick Avenue station (Bakerloo Line).

Description

A modern one double bedroom raised ground floor apartment in a stucco period conversion in Little Venice, moments from the canal. The accommodation comprises a master bedroom benefiting from built-in wardrobes and en-suite shower room, open plan fitted kitchen and bright reception room with a beautiful bay window. The property is ideally located on a quiet residential road moments from Paddington and Warwick Avenue stations.



Westbourne Terrace Road is very well located for the local amenities of Little Venice. These include the shops/cafes of Formosa Road, Warwick Avenue station (Bakerloo) and Paddington (Heathrow Express).

Square Footage: 571 sq ft"
https://www.rightmove.co.uk/properties/145322114#/?channel=RES_LET,"Newman Street, London, W1T","£3,100 pcm",£715 pw,07/04/2024,"£3,100",Ask agent,Furnished,Long term,Flat,1,1,Ask agent,"Property Reference: 2005788.

We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a very central, convenient but quiet location in Fitzrovia, W1.  

Available to move in from 7 April 2024. Property is offered furnished and all bills included

This recently built property boasts (among other things):








Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!



Rent £3,100.00 per month (£715.38 per week)
Deposit / Bond is 1 months rent

Minimum tenancy is 1 months
Maximum number of tenants is 2


- Rent Amount: £3,100.00 per month (£715.39 per week)
- Deposit / Bond: £3,100.00
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 07 April, 2024
- Minimum tenancy term is 3 months
- Maximum number of tenants is 1
- Students welcome to enquire
- No Pets, sorry
- Smokers considered
- Family Friendly
-
- No Parking Available
- No Garden Access
- EPC Rating: A




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week."
https://www.rightmove.co.uk/properties/145284383#/?channel=RES_LET,"Emery Way, London, E1W","£2,300 pcm",£531 pw,01/04/2024,"£2,654",Ask agent,Furnished,Long term,Studio,1,Ask agent,Ask Agent,"Property Reference: 2005104.

Features and description
Furnished
Luxury Concierge Service

Modern, amazing 10th floor studio in London Docks Emery Wharf.

This luxury apartment comprises a bespoke fitted kitchen with integrated appliances, modern shaker style doors, composite stone worktop with illuminated bronze effect splash back.

The complex offers a private landscaped residents courtyard and roof terraces. Exclusive access to the health and fitness suite with swimming pool, sauna, steam room, treatment room, gymnasium, screening room, virtual golf suite and squash court.

Emery Wharf, the latest release at London Dock in Wapping is a central London (Zone 1) residential development. Neighbouring St Katherine Docks, the Tower of London and Aldgate the development is ideally located for Londoners working in the City of London, Shoreditch, Whitechapel and Canary Wharf.


- Rent Amount: £2,300.00 per month (£530.77 per week)
- Deposit / Bond: £2,653.84
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 01 April, 2024
- Minimum tenancy term is 12 months
- Maximum number of tenants is 2
- Students welcome to enquire
- No Pets, sorry
- Smokers considered
- Family Friendly
- Bills not included
- No Parking Available
- No Garden Access
- EPC Rating: A




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week."
https://www.rightmove.co.uk/properties/144022952#/?channel=RES_LET,"Chapel Court, West Wickham, BR4","£1,480 pcm",£342 pw,11/03/2024,"£1,708",Ask agent,Unfurnished,Long term,Maisonette,2,1,Ask agent,"Property Reference: 1966304.

A really unique and quirky 2 bedroom conversion flat in an old chapel. Unfurnished. Located in a very quiet residential area. The surrounding houses are mostly terraced Victorian, which gives the roads the ""village"" feeling. Residents parking and one way streets means it is really quiet with very little passing traffic.




- Rent Amount: £1,480.00 per month (£341.54 per week)
- Deposit / Bond: £1,707.69
- 2 Bedrooms
- 1 Bathrooms
- Property comes unfurnished
- Available to move in from 11 March, 2024
- Minimum tenancy term is 12 months
- Maximum number of tenants is 2
- No Students
- No Pets, sorry
- No Smokers
- Not Suitable for Families / Children
- Bills not included
- No Parking Available
- No Garden Access
- EPC Rating: D




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week."
https://www.rightmove.co.uk/properties/144245831#/?channel=RES_LET,Hill Marathon Road London N7,"£2,150 pcm",£496 pw,Now,Ask agent,Ask agent,Unfurnished,Long term,Apartment,2,1,Ask agent,"A spacious split level two bedroom apartment available to rent. The property offers a large open plan living area, ample storage and two double bedrooms. Unfurnished available 20th of February

Hillmarton Road is a leafy street situated within the Hillmarton Conservation Area, which is within minutes walking distance of Caledonian Road Underground Station (Zone 2, Piccadilly line).

Available from the 17th Feb 2 and unfurnished."
https://www.rightmove.co.uk/properties/86769669#/?channel=RES_LET,"Baker Street, London, W1U","£3,900 pcm",£900 pw,Now,"£4,500",Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Apartment,2,2,Ask agent,"John D Wood & Co is delighted to offer a comfortable and spacious 4th floor 2 bedroom apartment situated close to all of the local shopping amenities of Baker Street and Marylebone High Street. The apartment offers a reception/dining room, 2 double bedrooms, one of which is en suite and a second family bathroom. This is a well-managed, secure mansion style block with a lift and day porter service. Exellent location! Council Tax Band: Holding Deposit: £900.00"
https://www.rightmove.co.uk/properties/144462326#/?channel=RES_LET,"Neroli House, Goodmans Fields, E1","£2,383 pcm",£550 pw,Now,"£2,750",12 months,Furnished,Long term,Flat,1,Ask agent,Ask Agent,"A stunning studio apartment in Neroli House at Goodmans Fields, conveniently located on the doorstep of the City of London.

Situated on the 8th floor, this spacious studio apartment is approximately 444 sq ft and comprises open plan living / sleeping area, large fitted wardrobes, high specification with solid wooden flooring, contemporary kitchen with Siemens appliances, luxury shower room with Porcelain tiled finish and excellent storage space.

Benefits include on-site leisure facilities withe gym, swimming pool and 5 star healthcare centre, private cinema room, business / conference facilities and 24 hour concierge. Approximately 0.1 mile from Aldgate East and located in Zone 1.

We understand that cooling / heating is delivered via a communal system for which separate charges apply.

Rent is payable on a monthly basis and you may be required to pay more than a month’s rent in advance, depending on your circumstances. You will be required to pay a 1 week holding deposit following a successful offer. Utility bills, council tax, telephone line and broadband are not included in the rent. As well as paying the rent, you may also be required to make some additional permitted payments. If your tenancy does not qualify as an AST, additional fees may apply. Please visit jll.co.uk/fees for details of fees which may be payable when renting a property. To check broadband and mobile phone coverage please visit Ofcom here ofcom.org.uk/phones-telecoms-and-internet/advice-for-consumers/advice/ofcom-checker"
https://www.rightmove.co.uk/properties/86769639#/?channel=RES_LET,"Richmond Road, Twickenham","£2,400 pcm",£554 pw,Ask agent,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Flat,2,2,Ask agent,"A well presented two double bedroom apartment located close to Twickenham town centre and Marble Hill Park.

Arranged over two floors, the modern accommodation is made up of a good sized reception room, spacious kitchen / dining room, two double bedrooms and two bathrooms.

This charming property is set equidistant from St Margarets Village and Twickenham High Street, just 0.5 miles away from their mainline train stations for direct routes in London Waterloo."
https://www.rightmove.co.uk/properties/86769627#/?channel=RES_LET,"Abbeyfields Close, Ealing","£1,348 pcm",£311 pw,Ask agent,Ask agent,Ask agent,Ask agent,Long term,Studio,1,Ask agent,Ask Agent,"This spacious studio has been refurbished to the highest standard, with a separate kitchen and bathroom. The property also has off street parking.

Abbeyfields Close has easy access to both Hanger Lane and Park Royal stations, as well as the M4 and M40 motorways."
https://www.rightmove.co.uk/properties/145102382#/?channel=RES_LET,Armoury Road London SE8,"£1,400 pcm",£323 pw,Now,"£1,615",Ask agent,Unfurnished,Long term,Flat,1,1,Ask agent,"Available now! Guide Price £1400-£1500!!

The Stunning Newly Refurbished Ground Floor One Bedroom Flat is Available for immediate occupancy. Perfect for a professional single or couple. Offered Unfurnished.

Lewisham DLR and stations just a short walk away taking you straight in to central London!

Call the local Lettings team to organise a viewing immediately.

EPC Rating D."
https://www.rightmove.co.uk/properties/144882314#/?channel=RES_LET,"Goodhart Place, London, E14","£2,500 pcm",£577 pw,30/03/2024,"£2,500",12 months,Unfurnished,Long term,Flat,2,2,Ask agent,"Property reference number 5726045. To enquire about this property click the ""Request Details"" button

2 bedroom, 2 bathroom, first floor flat in Goodhart Place (attractive and quiet gated community) available for rent at the end of March with stunning marina views."
https://www.rightmove.co.uk/properties/86769483#/?channel=RES_LET,"Brampton Road, Croydon, CR0 6JN","£1,095 pcm",£253 pw,Now,£0,Ask agent,Unfurnished,Long term,Studio,1,Ask agent,Ask Agent,"Property number 49954. Click the ""Request Details"" button, submit the form and we'll text & email you within minutes, day or night.

Beautiful spacious ground floor studio maisonette with own front door. Separate kitchen and bathroom. Vinyl wood flooring throughout. Gas central heating with new boiler and Double glazing. Must be viewed to fully appreciate. Water Bill is included"
https://www.rightmove.co.uk/properties/86768889#/?channel=RES_LET,"Edridge Road, Croydon, London, CR0","£1,500 pcm",£346 pw,Now,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Flat,1,1,"610 sq ft
57 sq m","The Residences Croydon; an exclusive collection of beautifully constructed contemporary apartments that promises stylish living for its residents.

This graceful development is situated in the very heart of Croydon town centre.

Finished flawlessly to an exceptionally high specification, these stunning new apartments have been designed with modern living and functionality in mind with light-filled open plan rooms, stylish kitchens and elegant interiors. From engineered hardwood flooring, granite worktops and high-end appliances, including Hansgrohe and Bosch, these apartments have been carefully designed to offer durability as well as an aesthetically pleasing look.

A home at The Residences will come with the comfort and convenience of a 24-hour front-desk concierge service, as well as access to a fabulous array of exclusive resident's facilities including a roof top terrace with incredible views, and a resident's lounge with Wi-Fi available throughout creating the perfect environment to live, socialise and relax all year round.

Our apartments are light and airy throughout with well-proportioned double bedrooms, open plan modern fitted kitchen/open plan reception room and a contemporary bathroom suite.
With a fantastic range of shops, bars and restaurants on your doorstop, The Residence is perfectly positioned to enjoy all that Croydon has to offer including Boxpark Croydon and Surrey Street Market, London's oldest street market. Croydon mainline train stations are just a short stroll away with direct lines to London Bridge in just 15 minutes and offer the advantage of excellent connections to Gatwick Airport via the Gatwick Express.

Please note that photos used are for illustrative purposes only - exact apartments will differ based on budget and move date - so call us to find tailored options to your search!

Please contact us now to arrange a viewing or request a virtual tour."
https://www.rightmove.co.uk/properties/137187383#/?channel=RES_LET,"Cheriton Close, W5 1TR","£1,800 pcm",£415 pw,Now,Ask agent,Ask agent,Unfurnished,Long term,Apartment,2,1,Ask agent,"SHORT TERM TENANCY- - A spacious two bedroom apartment set across two floors and is positioned within close proximity to the local shops and restaurants along Pitshanger Lane.

The property has been recently decorated throughout and is available from the start of Septembe, or sooner if needed, let on an unfurnished basis.
Landlord looking for short term tenancy- initially 6 months, with the option to extend."
https://www.rightmove.co.uk/properties/86769438#/?channel=RES_LET,"Sulgrave Road, London","£1,950 pcm",£450 pw,30/03/2024,"£2,250",Ask agent,Unfurnished,Long term,Flat,2,1,"828 sq ft
77 sq m","Jorgensen Turner Estate Agents are delighted to introduce to the market this charming top floor apartment, nestled in the heart of Sulgrave Road, W6. This Victorian period conversion beautifully marries historical elegance with the demands of contemporary living, offering a generous living space of 828sqft. The property features two well-proportioned bedrooms and a single bathroom, making it an ideal choice for both families and professionals.

Upon entering, one is immediately struck by the property’s character; from plush carpeting that invites comfort underfoot to the high ceilings and large windows that flood the space with natural light. A decorative fireplace also adds a focal point of warmth and charm. The modern kitchen, equipped with the appliances, is designed to cater to both the culinary enthusiast and the entertainer, ensuring every meal is an occasion.

Externally, the property boasts a traditional London brick façade, featured with white detailing, and classic sash windows that play into the Victorian heritage. The picturesque front garden welcomes residents and guests alike, adding to the property’s curb appeal and quintessential British charm.

Set in a vibrant neighbourhood, the apartment is a stone's throw from cultural landmarks such as the Lyric Hammersmith Theatre and the Eventim Apollo, as well as riverside pubs like The Dove, offering residents an eclectic mix of entertainment and leisure options. With Hammersmith tube station and extensive bus routes nearby, you have easy access to the wider city.

This property presents a unique opportunity for personalisation, allowing you to create a home that truly reflects your style. Available from the end of March, this apartment is a testament to the harmonious blend of past and present.

Council Tax Band C—Hammersmith & Fulham.

Deposit: One weeks' rent to reserve, with a security deposit of either 5 weeks' rent (for properties under £50,000pa) or 6 weeks' rent (for those over £50,000pa)."
https://www.rightmove.co.uk/properties/144306752#/?channel=RES_LET,"Pearce House, Battersea Power Station, London","£4,247 pcm",£980 pw,25/03/2024,"£4,900",Ask agent,Ask agent,Long term,Apartment,2,2,"812 sq ft
75 sq m","Experience breath-taking views of the Power Station from every room in Pearce House, measuring in at 812 sq ft / 75.44 sq m modern apartment features a bright reception room with a private winter garden. The property is to be sold chain-free and Available for sale through Prime London. A sleek two-bedroom modern apartment features a bright reception room with a private winter garden. Enjoy the convenience of a fully integrated open planned kitchen, living and dining room with fitted wardrobes in the bedrooms, and two contemporary bathrooms. Wooden flooring and comfort cooling add a touch of luxury. The flat further benefits from an additional Parking space and storage unit.
Resident facilities include a first-class 24-hour concierge, on-site gym, a rooftop infinity pool boasting views over Battersea Power Station, spa, cinema, games room, meeting room and a 250-square-meter roof garden designed by New York landscape firm James Corner Field Operations. The Battersea Power Station is a vibrant new destination for London, creating a new community of homes, shops, cafes, offices, leisure, and cultural venues, with over 19 acres of public space.
The brand-new Zone 1 Tube station, meanwhile, provides excellent connectivity to the rest of London, with Waterloo (7 minutes), London Bridge (10 minutes), Bank (12 minutes), and King’s Cross (20 minutes) all within easy reach."
https://www.rightmove.co.uk/properties/145401677#/?channel=RES_LET,"Frating Crescent, Woodford Green","£2,250 pcm",£519 pw,27/03/2024,"£2,597",Ask agent,Unfurnished,Long term,Terraced,4,2,Ask agent,"This four bedroom two bathroom family home is located in the heart of Woodford Green in a quiet street which is close to Woodford Broadway shops, amenities, Woodford Central Line Station and popular schools.

This eye catching property benefits from a garage, off street parting and a rear garden. This attractive house comprises of a ground floor shower room, bedroom/reception and access to the garden. On the first floor there is an open plan lounge/dining and fitted kitchen. The top floor has 3 bedrooms and a family bathroom.

Fraiting Crescent is a quiet residential road and is ideally located. Commuters are within a short stroll to Woodford Central Line Station, local bus routes, the M11, M25 and the A406. For families, you are well catered for with good private and state schools nearby and charming local green spaces, as well as an excellent variety of amenities, shops, leisure facilities, bars and restaurants."
https://www.rightmove.co.uk/properties/86769300#/?channel=RES_LET,"Hill Street, Mayfair","£3,207 pcm",£740 pw,Now,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Apartment,1,1,Ask agent,"2nd Floor - 1 Bedroom - 421sq ft - 1 Bathroom
Set over 421 sq ft, this one bedroom apartment comprises of a large double bedroom with ample storage space, modern fitted bathroom, spacious reception room with rear facing views over Hay's Mews and a unique kitchenette. The apartment is in one of London's most prestigious locations, Mayfair. The building benefits from spacious living accommodation, lift service, on-site building manager, and is nestled conveniently between two of London's parks - Hyde Park and Green Park. London underground stations, Green Park, Bond Street and Marble Arch are all within a short stroll away."
https://www.rightmove.co.uk/properties/86769276#/?channel=RES_LET,"Lulworth Avenue, Hounslow, TW5",£975 pcm,£225 pw,Now,"£1,125",Ask agent,Furnished,Long term,Apartment,1,"166 sq ft
15 sq m",Ask Agent,"Available for immediate occupancy, this beautifully presented ground floor studio apartment offers a convenient and stylish living space for a single professional. Ideally located in a sought-after residential area, the property boasts excellent transport links and proximity to local amenities.

This meticulously maintained studio apartment provides a perfect solution for those seeking a comfortable and hassle-free living arrangement. The inclusion of all bills allows you to budget with ease, while the convenient location ensures easy access to local shops, restaurants, and entertainment options."
https://www.rightmove.co.uk/properties/142464575#/?channel=RES_LET,Newington Causeway London SE1,"£1,850 pcm",£427 pw,Now,Ask agent,Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"Rent for less with a zero deposit. A well presented one double bedroom flat to rent in this secure development with residents gym, pool and 24 hour concierge. Walking distance to tube and bus links.

Elephant and Castle has fantastic transport links with two tube lines, over ground and a huge amount of bus options. It’s also within walking distance of Borough and London Bridge as well as Waterloo and the South Bank. There are shops and restaurants on your doorstep and the changing nature of the area means there are new amenities opening all the time.

Holding Deposit: £461.53 (1 week)*
Tenancy Deposit: £2,307.65(5 weeks)*
Council Tax Band: Band C
*The deposit amounts are approximate and will vary depending on the final rent agreed."
https://www.rightmove.co.uk/properties/86769036#/?channel=RES_LET,"Merchant Square East, Hyde Park, London, W2","£7,193 pcm","£1,660 pw",Ask agent,"£9,960",Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Flat,3,2,Ask agent,"This spacious property is extremely well presented with wooden floors and high specification fixtures and furnishings.

The accommodation includes an open plan reception/dining room with modern white kitchen area, master bedroom with ample storage, two further double bedrooms, bathroom and shower room.

This fantastic property is available to rent furnished or unfurnished through Knight Frank Hyde Park."
https://www.rightmove.co.uk/properties/86768994#/?channel=RES_LET,"Queensland Road, Queensland Road","£3,250 pcm",£750 pw,Ask agent,Ask agent,Ask agent,Ask agent,Long term,Flat,2,2,Ask agent,"Situated on the 13th floor this impressive two bedroom property has an open plan kitchen/reception room, a large private terrace, master bedroom with an en-suite, built in storage and a family bathroom. The property has a modern and contemporary finish throughout.

Queensland Road is just a short walk to Holloway Road Station and Drayton Park Station offering easy access Kings Cross and beyond. Local amenities of Highbury and Angel are within easy reach for cafe's, bars, shops and restaurants."
https://www.rightmove.co.uk/properties/86768991#/?channel=RES_LET,"Cadogan Close, Victoria Park","£2,349 pcm",£542 pw,Ask agent,Ask agent,Ask agent,Furnished,Long term,Flat,1,1,Ask agent,"A one double bedroom apartment in a modern block opposite Victoria Park. This 664 sq ft property is located on the second floor with separate kitchen, built-in dinning area with wood flooring and a private balcony with secure bike storage.

Situated opposite Victoria Park and close to the local amenities that Victoria Park Village has to offer. Queen Elizabeth Olympic Park is also a short walk away with it's legacy facilities as well as Hackney Wick station being less than a mile away."
https://www.rightmove.co.uk/properties/86768970#/?channel=RES_LET,"Fleet at Royal Albert Wharf, Wallis Walk, London, E16","£2,400 pcm",£554 pw,Now,"£2,769",Ask agent,Furnished,Long term,Apartment,3,2,Ask agent,"Top floor with river and airport runway views!

Welcome to E16 and the Royal Docks area of East London, where things are really happening and ever-growing. And at the heart of it all is the award-winning Royal Albert Wharf regeneration scheme, now a thriving, modern waterside community with smart amenities and great connections.

Join the inspiring new Royal Albert Wharf community in a burgeoning East London area with shopping, dining, and social buzz nearby, just minutes from the DLR and London City Airport.

Your new apartment is fully furnished, pet-friendly and beautifully designed with high-spec fixtures and fittings. The hi-gloss fitted kitchens feature natural stone worktops and integrated Bosch appliances. The living spaces are wonderfully light and airy, thanks to floor-to-ceiling windows. The crowning glory of the contemporary bathrooms is the rainfall shower. And most homes boast balconies, enjoying waterside and panoramic city views.

For families and larger groups of friends, these contemporary, spacious two-bedroom homes are an urban haven for quality together time.

Resident benefits include landscaped gardens with social seating, underground car parking and 24-hour security, and even an onsite coffee and patisserie house. Local life is enriched by an easily walkable waterside pub, restaurant, and convenience store. For more free-time fun, there are events at Bow Arts creative hub or the area's riverside paths to explore. There are community events like an open air cinema and pop-up markets to enjoy. And for adventures further afield, the DLR is just minutes on foot, and the nearby City Airport is your ticket to wider horizons.

Enquire now to book a viewing!

Apartments at Fleet fall within Council Tax Band B or C depending on the apartment. You can find out specific details on the GOV website.

Standard tenancy length of 12 months. Enquire with our team if you are looking for a longer tenancy.

* All content, imagery and information contained in this listing are included for general marketing purposes only. They should not be relied on to provide an exact representation of the properties available. All photos and/or images used are for illustrative purposes; actual room layouts, sizes and colours may vary."
